"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","GDP","TOT","USD_CAP","A","2004",30837.175423,
"JPN","GDP","TOT","USD_CAP","A","2005",32174.400107,
"JPN","GDP","TOT","USD_CAP","A","2006",33638.841255,
"JPN","GDP","TOT","USD_CAP","A","2007",35021.732224,
"JPN","GDP","TOT","USD_CAP","A","2008",35278.749846,
"JPN","GDP","TOT","USD_CAP","A","2009",33550.689549,
"JPN","GDP","TOT","USD_CAP","A","2010",35342.824721,
"JPN","GDP","TOT","USD_CAP","A","2011",36215.006272,
"JPN","GDP","TOT","USD_CAP","A","2012",37628.675989,
"JPN","GDP","TOT","USD_CAP","A","2013",39436.682585,
"JPN","GDP","TOT","USD_CAP","A","2014",39559.763471,
"JPN","GDP","TOT","USD_CAP","A","2015",40908.781547,
"JPN","GDP","TOT","USD_CAP","A","2016",40642.704531,
"JPN","GDP","TOT","USD_CAP","A","2017",41531.221619,
"JPN","GDP","TOT","USD_CAP","A","2018",42264.585123,
"JPN","GDP","TOT","USD_CAP","A","2019",42427.125075,
"JPN","GDP","TOT","USD_CAP","A","2020",41867.153393,
"JPN","GDP","TOT","USD_CAP","A","2021",42895.146536,
"JPN","GDP","TOT","USD_CAP","A","2022",45637.642724,"E"
"KOR","GDP","TOT","USD_CAP","A","1993",11030.619105,
"KOR","GDP","TOT","USD_CAP","A","1994",12187.129391,
"KOR","GDP","TOT","USD_CAP","A","1995",13502.580041,
"KOR","GDP","TOT","USD_CAP","A","1996",14693.993279,
"KOR","GDP","TOT","USD_CAP","A","1997",15721.561966,
"KOR","GDP","TOT","USD_CAP","A","1998",14974.498788,
"KOR","GDP","TOT","USD_CAP","A","1999",16807.013023,
"KOR","GDP","TOT","USD_CAP","A","2000",18538.879306,
"KOR","GDP","TOT","USD_CAP","A","2001",19724.494236,
"KOR","GDP","TOT","USD_CAP","A","2002",21396.719189,
"KOR","GDP","TOT","USD_CAP","A","2003",22096.023078,
"KOR","GDP","TOT","USD_CAP","A","2004",23773.590825,
"KOR","GDP","TOT","USD_CAP","A","2005",25186.638103,
"KOR","GDP","TOT","USD_CAP","A","2006",26884.429402,
"KOR","GDP","TOT","USD_CAP","A","2007",29064.701966,
"KOR","GDP","TOT","USD_CAP","A","2008",29945.899216,
"KOR","GDP","TOT","USD_CAP","A","2009",29508.282758,
"KOR","GDP","TOT","USD_CAP","A","2010",31736.700156,
"KOR","GDP","TOT","USD_CAP","A","2011",32546.517725,
"KOR","GDP","TOT","USD_CAP","A","2012",33557.030447,
"KOR","GDP","TOT","USD_CAP","A","2013",34244.239492,
"KOR","GDP","TOT","USD_CAP","A","2014",35324.260296,
"KOR","GDP","TOT","USD_CAP","A","2015",37902.361018,
"KOR","GDP","TOT","USD_CAP","A","2016",39575.302078,
"KOR","GDP","TOT","USD_CAP","A","2017",40957.347064,
"KOR","GDP","TOT","USD_CAP","A","2018",43044.340145,
"KOR","GDP","TOT","USD_CAP","A","2019",43410.152957,
"KOR","GDP","TOT","USD_CAP","A","2020",44694.939796,
"KOR","GDP","TOT","USD_CAP","A","2021",46875.178673,"P"
"KOR","GDP","TOT","USD_CAP","A","2022",49895.012456,"E"
"LUX","GDP","TOT","USD_CAP","A","1993",35851.897825,"E"
"LUX","GDP","TOT","USD_CAP","A","1994",37470.56032,"E"
"LUX","GDP","TOT","USD_CAP","A","1995",38264.055484,
"LUX","GDP","TOT","USD_CAP","A","1996",39698.631118,
"LUX","GDP","TOT","USD_CAP","A","1997",42445.028526,
"LUX","GDP","TOT","USD_CAP","A","1998",44216.958269,
"LUX","GDP","TOT","USD_CAP","A","1999",49744.96918,
"LUX","GDP","TOT","USD_CAP","A","2000",55042.757729,
"LUX","GDP","TOT","USD_CAP","A","2001",56093.167605,
"LUX","GDP","TOT","USD_CAP","A","2002",58513.393595,
"LUX","GDP","TOT","USD_CAP","A","2003",60115.443332,
"LUX","GDP","TOT","USD_CAP","A","2004",64634.098463,
"LUX","GDP","TOT","USD_CAP","A","2005",68707.781706,
"LUX","GDP","TOT","USD_CAP","A","2006",78825.366846,
"LUX","GDP","TOT","USD_CAP","A","2007",84995.47876,
"LUX","GDP","TOT","USD_CAP","A","2008",90863.784075,
"LUX","GDP","TOT","USD_CAP","A","2009",86800.873477,
"LUX","GDP","TOT","USD_CAP","A","2010",90252.977242,
"LUX","GDP","TOT","USD_CAP","A","2011",94278.922851,
"LUX","GDP","TOT","USD_CAP","A","2012",96535.745828,
"LUX","GDP","TOT","USD_CAP","A","2013",100561.366405,
"LUX","GDP","TOT","USD_CAP","A","2014",104917.945675,
"LUX","GDP","TOT","USD_CAP","A","2015",107898.304236,
"LUX","GDP","TOT","USD_CAP","A","2016",112955.470175,
"LUX","GDP","TOT","USD_CAP","A","2017",114862.528755,
"LUX","GDP","TOT","USD_CAP","A","2018",116334.724739,
"LUX","GDP","TOT","USD_CAP","A","2019",119253.372812,
"LUX","GDP","TOT","USD_CAP","A","2020",119882.982023,
"LUX","GDP","TOT","USD_CAP","A","2021",131311.164821,
"LUX","GDP","TOT","USD_CAP","A","2022",141237.045123,"P"
"MEX","GDP","TOT","USD_CAP","A","1993",8280.532735,
"MEX","GDP","TOT","USD_CAP","A","1994",8736.564824,
"MEX","GDP","TOT","USD_CAP","A","1995",8231.658739,
"MEX","GDP","TOT","USD_CAP","A","1996",8820.661494,
"MEX","GDP","TOT","USD_CAP","A","1997",9456.139259,
"MEX","GDP","TOT","USD_CAP","A","1998",9925.675065,
"MEX","GDP","TOT","USD_CAP","A","1999",10216.053137,
"MEX","GDP","TOT","USD_CAP","A","2000",10870.092123,
"MEX","GDP","TOT","USD_CAP","A","2001",10937.137897,
"MEX","GDP","TOT","USD_CAP","A","2002",10999.980338,
"MEX","GDP","TOT","USD_CAP","A","2003",11308.492366,
"MEX","GDP","TOT","USD_CAP","A","2004",11926.995989,
"MEX","GDP","TOT","USD_CAP","A","2005",12521.726831,
"MEX","GDP","TOT","USD_CAP","A","2006",13703.791516,
"MEX","GDP","TOT","USD_CAP","A","2007",14215.817736,
"MEX","GDP","TOT","USD_CAP","A","2008",14859.233988,
"MEX","GDP","TOT","USD_CAP","A","2009",14497.970039,
"MEX","GDP","TOT","USD_CAP","A","2010",15228.501123,
"MEX","GDP","TOT","USD_CAP","A","2011",16521.774435,
"MEX","GDP","TOT","USD_CAP","A","2012",17195.057014,
"MEX","GDP","TOT","USD_CAP","A","2013",17437.042083,
"MEX","GDP","TOT","USD_CAP","A","2014",18153.351036,
"MEX","GDP","TOT","USD_CAP","A","2015",18430.218897,
"MEX","GDP","TOT","USD_CAP","A","2016",19791.259772,
"MEX","GDP","TOT","USD_CAP","A","2017",20201.856549,
"MEX","GDP","TOT","USD_CAP","A","2018",20561.246895,
"MEX","GDP","TOT","USD_CAP","A","2019",20244.557477,
"MEX","GDP","TOT","USD_CAP","A","2020",18465.575374,"P"
"MEX","GDP","TOT","USD_CAP","A","2021",19438.782132,"P"
"MEX","GDP","TOT","USD_CAP","A","2022",21331.937965,"E"
"NLD","GDP","TOT","USD_CAP","A","1993",21413.706604,"E"
"NLD","GDP","TOT","USD_CAP","A","1994",22385.36949,"E"
"NLD","GDP","TOT","USD_CAP","A","1995",23446.992702,
"NLD","GDP","TOT","USD_CAP","A","1996",24516.321498,
"NLD","GDP","TOT","USD_CAP","A","1997",26016.402029,
"NLD","GDP","TOT","USD_CAP","A","1998",27709.973769,
"NLD","GDP","TOT","USD_CAP","A","1999",29268.685491,
"NLD","GDP","TOT","USD_CAP","A","2000",31875.989055,
"NLD","GDP","TOT","USD_CAP","A","2001",33186.914167,
"NLD","GDP","TOT","USD_CAP","A","2002",34447.053372,
"NLD","GDP","TOT","USD_CAP","A","2003",34151.984046,
"NLD","GDP","TOT","USD_CAP","A","2004",35809.49984,
"NLD","GDP","TOT","USD_CAP","A","2005",37625.252435,
"NLD","GDP","TOT","USD_CAP","A","2006",41011.393578,
"NLD","GDP","TOT","USD_CAP","A","2007",43943.909747,
"NLD","GDP","TOT","USD_CAP","A","2008",46419.042594,
"NLD","GDP","TOT","USD_CAP","A","2009",44558.440255,
"NLD","GDP","TOT","USD_CAP","A","2010",45042.666206,
"NLD","GDP","TOT","USD_CAP","A","2011",46599.227659,
"NLD","GDP","TOT","USD_CAP","A","2012",47271.968226,
"NLD","GDP","TOT","USD_CAP","A","2013",49242.786711,
"NLD","GDP","TOT","USD_CAP","A","2014",49233.230349,
"NLD","GDP","TOT","USD_CAP","A","2015",50288.352815,
"NLD","GDP","TOT","USD_CAP","A","2016",52289.404292,
"NLD","GDP","TOT","USD_CAP","A","2017",55089.58143,
"NLD","GDP","TOT","USD_CAP","A","2018",57825.399708,
"NLD","GDP","TOT","USD_CAP","A","2019",60207.9957,
"NLD","GDP","TOT","USD_CAP","A","2020",59821.266235,
"NLD","GDP","TOT","USD_CAP","A","2021",64488.958411,"P"
"NLD","GDP","TOT","USD_CAP","A","2022",70861.366489,"P"
"NZL","GDP","TOT","USD_CAP","A","1993",15847.195896,
"NZL","GDP","TOT","USD_CAP","A","1994",16979.530269,
"NZL","GDP","TOT","USD_CAP","A","1995",17794.738286,
"NZL","GDP","TOT","USD_CAP","A","1996",18361.651551,
"NZL","GDP","TOT","USD_CAP","A","1997",19070.601713,
"NZL","GDP","TOT","USD_CAP","A","1998",19284.721024,
"NZL","GDP","TOT","USD_CAP","A","1999",20537.595625,
"NZL","GDP","TOT","USD_CAP","A","2000",21459.17077,
"NZL","GDP","TOT","USD_CAP","A","2001",22416.669949,
"NZL","GDP","TOT","USD_CAP","A","2002",23180.064981,
"NZL","GDP","TOT","USD_CAP","A","2003",23885.100687,
"NZL","GDP","TOT","USD_CAP","A","2004",25018.845662,
"NZL","GDP","TOT","USD_CAP","A","2005",25590.127446,
"NZL","GDP","TOT","USD_CAP","A","2006",27652.794356,
"NZL","GDP","TOT","USD_CAP","A","2007",29252.862789,
"NZL","GDP","TOT","USD_CAP","A","2008",29748.931565,
"NZL","GDP","TOT","USD_CAP","A","2009",30570.163361,
"NZL","GDP","TOT","USD_CAP","A","2010",31138.14575,
"NZL","GDP","TOT","USD_CAP","A","2011",32638.103325,
"NZL","GDP","TOT","USD_CAP","A","2012",32916.91304,
"NZL","GDP","TOT","USD_CAP","A","2013",36084.865782,
"NZL","GDP","TOT","USD_CAP","A","2014",37084.794142,
"NZL","GDP","TOT","USD_CAP","A","2015",37246.951138,
"NZL","GDP","TOT","USD_CAP","A","2016",39696.946073,
"NZL","GDP","TOT","USD_CAP","A","2017",41994.487818,
"NZL","GDP","TOT","USD_CAP","A","2018",42320.906448,
"NZL","GDP","TOT","USD_CAP","A","2019",45518.307468,
"NZL","GDP","TOT","USD_CAP","A","2020",45457.178769,
"NZL","GDP","TOT","USD_CAP","A","2021",47981.692244,
"NZL","GDP","TOT","USD_CAP","A","2022",51455.076251,"E"
"NOR","GDP","TOT","USD_CAP","A","1993",21584.591102,
"NOR","GDP","TOT","USD_CAP","A","1994",23026.472633,
"NOR","GDP","TOT","USD_CAP","A","1995",24362.694577,
"NOR","GDP","TOT","USD_CAP","A","1996",26827.754488,
"NOR","GDP","TOT","USD_CAP","A","1997",28609.607256,
"NOR","GDP","TOT","USD_CAP","A","1998",28202.236134,
"NOR","GDP","TOT","USD_CAP","A","1999",30573.137341,
"NOR","GDP","TOT","USD_CAP","A","2000",36988.65878,
"NOR","GDP","TOT","USD_CAP","A","2001",37827.470761,
"NOR","GDP","TOT","USD_CAP","A","2002",38057.575494,
"NOR","GDP","TOT","USD_CAP","A","2003",38683.295646,
"NOR","GDP","TOT","USD_CAP","A","2004",42671.129526,
"NOR","GDP","TOT","USD_CAP","A","2005",47969.885364,
"NOR","GDP","TOT","USD_CAP","A","2006",54362.236354,
"NOR","GDP","TOT","USD_CAP","A","2007",56177.479845,
"NOR","GDP","TOT","USD_CAP","A","2008",62075.513764,
"NOR","GDP","TOT","USD_CAP","A","2009",55617.679797,
"NOR","GDP","TOT","USD_CAP","A","2010",58229.713025,
"NOR","GDP","TOT","USD_CAP","A","2011",62461.20278,
"NOR","GDP","TOT","USD_CAP","A","2012",65768.753269,
"NOR","GDP","TOT","USD_CAP","A","2013",67372.928181,
"NOR","GDP","TOT","USD_CAP","A","2014",66335.459647,
"NOR","GDP","TOT","USD_CAP","A","2015",60721.583813,
"NOR","GDP","TOT","USD_CAP","A","2016",59263.430471,
"NOR","GDP","TOT","USD_CAP","A","2017",64589.163172,
"NOR","GDP","TOT","USD_CAP","A","2018",70252.735449,
"NOR","GDP","TOT","USD_CAP","A","2019",69915.01766,
"NOR","GDP","TOT","USD_CAP","A","2020",65135.920669,
"NOR","GDP","TOT","USD_CAP","A","2021",81871.642989,
"NOR","GDP","TOT","USD_CAP","A","2022",114932.192428,
"POL","GDP","TOT","USD_CAP","A","1993",6608.81136,"E"
"POL","GDP","TOT","USD_CAP","A","1994",7101.438382,"E"
"POL","GDP","TOT","USD_CAP","A","1995",7749.823854,
"POL","GDP","TOT","USD_CAP","A","1996",8350.588468,
"POL","GDP","TOT","USD_CAP","A","1997",9020.076691,
"POL","GDP","TOT","USD_CAP","A","1998",9582.019738,
"POL","GDP","TOT","USD_CAP","A","1999",10143.29528,
"POL","GDP","TOT","USD_CAP","A","2000",10674.914757,
"POL","GDP","TOT","USD_CAP","A","2001",11120.999556,
"POL","GDP","TOT","USD_CAP","A","2002",11803.761357,
"POL","GDP","TOT","USD_CAP","A","2003",12292.161883,
"POL","GDP","TOT","USD_CAP","A","2004",13354.532874,
"POL","GDP","TOT","USD_CAP","A","2005",13898.413011,
"POL","GDP","TOT","USD_CAP","A","2006",15155.041822,
"POL","GDP","TOT","USD_CAP","A","2007",16806.970491,
"POL","GDP","TOT","USD_CAP","A","2008",18308.038986,
"POL","GDP","TOT","USD_CAP","A","2009",19074.444446,
"POL","GDP","TOT","USD_CAP","A","2010",20632.568496,
"POL","GDP","TOT","USD_CAP","A","2011",22386.227115,
"POL","GDP","TOT","USD_CAP","A","2012",23300.922905,
"POL","GDP","TOT","USD_CAP","A","2013",24028.186721,
"POL","GDP","TOT","USD_CAP","A","2014",25005.655694,
"POL","GDP","TOT","USD_CAP","A","2015",26495.814917,
"POL","GDP","TOT","USD_CAP","A","2016",27830.927735,
"POL","GDP","TOT","USD_CAP","A","2017",29609.446369,
"POL","GDP","TOT","USD_CAP","A","2018",31662.210541,
"POL","GDP","TOT","USD_CAP","A","2019",34592.873746,
"POL","GDP","TOT","USD_CAP","A","2020",34896.8226,
"POL","GDP","TOT","USD_CAP","A","2021",37825.969449,
"POL","GDP","TOT","USD_CAP","A","2022",43113.432061,"B"
"PRT","GDP","TOT","USD_CAP","A","1993",13191.055806,"E"
"PRT","GDP","TOT","USD_CAP","A","1994",13570.077182,"E"
"PRT","GDP","TOT","USD_CAP","A","1995",14407.066402,
"PRT","GDP","TOT","USD_CAP","A","1996",14921.73824,
"PRT","GDP","TOT","USD_CAP","A","1997",15788.630619,
"PRT","GDP","TOT","USD_CAP","A","1998",16687.438971,
"PRT","GDP","TOT","USD_CAP","A","1999",17718.199563,
"PRT","GDP","TOT","USD_CAP","A","2000",18880.30375,
"PRT","GDP","TOT","USD_CAP","A","2001",19528.689533,
"PRT","GDP","TOT","USD_CAP","A","2002",20356.721555,
"PRT","GDP","TOT","USD_CAP","A","2003",20852.18351,
"PRT","GDP","TOT","USD_CAP","A","2004",21477.874489,
"PRT","GDP","TOT","USD_CAP","A","2005",22725.351606,
"PRT","GDP","TOT","USD_CAP","A","2006",24681.096076,
"PRT","GDP","TOT","USD_CAP","A","2007",25736.276906,
"PRT","GDP","TOT","USD_CAP","A","2008",26665.771577,
"PRT","GDP","TOT","USD_CAP","A","2009",26459.287172,
"PRT","GDP","TOT","USD_CAP","A","2010",27260.554162,
"PRT","GDP","TOT","USD_CAP","A","2011",26769.42769,
"PRT","GDP","TOT","USD_CAP","A","2012",26438.140472,
"PRT","GDP","TOT","USD_CAP","A","2013",27936.006299,
"PRT","GDP","TOT","USD_CAP","A","2014",28742.313125,
"PRT","GDP","TOT","USD_CAP","A","2015",29660.845901,
"PRT","GDP","TOT","USD_CAP","A","2016",31607.610185,
"PRT","GDP","TOT","USD_CAP","A","2017",33044.70015,
"PRT","GDP","TOT","USD_CAP","A","2018",34928.61899,
"PRT","GDP","TOT","USD_CAP","A","2019",37299.182306,
"PRT","GDP","TOT","USD_CAP","A","2020",34955.61156,
"PRT","GDP","TOT","USD_CAP","A","2021",36770.297858,"P"
"PRT","GDP","TOT","USD_CAP","A","2022",41872.681891,"P"
"SVK","GDP","TOT","USD_CAP","A","1993",7471.730972,"E"
"SVK","GDP","TOT","USD_CAP","A","1994",8071.649735,"E"
"SVK","GDP","TOT","USD_CAP","A","1995",8695.696416,
"SVK","GDP","TOT","USD_CAP","A","1996",9406.977202,
"SVK","GDP","TOT","USD_CAP","A","1997",10085.768534,
"SVK","GDP","TOT","USD_CAP","A","1998",10622.627325,
"SVK","GDP","TOT","USD_CAP","A","1999",10714.989611,
"SVK","GDP","TOT","USD_CAP","A","2000",11353.50553,
"SVK","GDP","TOT","USD_CAP","A","2001",12386.833868,
"SVK","GDP","TOT","USD_CAP","A","2002",13307.878099,
"SVK","GDP","TOT","USD_CAP","A","2003",14166.120035,
"SVK","GDP","TOT","USD_CAP","A","2004",15197.889535,
"SVK","GDP","TOT","USD_CAP","A","2005",16595.261602,
"SVK","GDP","TOT","USD_CAP","A","2006",18850.138473,
"SVK","GDP","TOT","USD_CAP","A","2007",21138.750634,
"SVK","GDP","TOT","USD_CAP","A","2008",23608.977522,
"SVK","GDP","TOT","USD_CAP","A","2009",22947.25335,
"SVK","GDP","TOT","USD_CAP","A","2010",25221.414441,
"SVK","GDP","TOT","USD_CAP","A","2011",26260.184756,
"SVK","GDP","TOT","USD_CAP","A","2012",27000.730262,
"SVK","GDP","TOT","USD_CAP","A","2013",28021.090416,
"SVK","GDP","TOT","USD_CAP","A","2014",29029.587681,
"SVK","GDP","TOT","USD_CAP","A","2015",30062.179649,
"SVK","GDP","TOT","USD_CAP","A","2016",29737.53009,
"SVK","GDP","TOT","USD_CAP","A","2017",30147.015977,
"SVK","GDP","TOT","USD_CAP","A","2018",31374.187996,
"SVK","GDP","TOT","USD_CAP","A","2019",33458.809067,
"SVK","GDP","TOT","USD_CAP","A","2020",32911.918804,
"SVK","GDP","TOT","USD_CAP","A","2021",34570.426321,
"SVK","GDP","TOT","USD_CAP","A","2022",36990.850406,
"ESP","GDP","TOT","USD_CAP","A","1993",14897.342444,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15550.196517,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16290.47236,
"ESP","GDP","TOT","USD_CAP","A","1996",16982.180204,
"ESP","GDP","TOT","USD_CAP","A","1997",17916.032165,
"ESP","GDP","TOT","USD_CAP","A","1998",19101.544588,
"ESP","GDP","TOT","USD_CAP","A","1999",19962.792109,
"ESP","GDP","TOT","USD_CAP","A","2000",21595.594901,
"ESP","GDP","TOT","USD_CAP","A","2001",23001.078439,
"ESP","GDP","TOT","USD_CAP","A","2002",24376.32871,
"ESP","GDP","TOT","USD_CAP","A","2003",25042.28983,
"ESP","GDP","TOT","USD_CAP","A","2004",26182.039287,
"ESP","GDP","TOT","USD_CAP","A","2005",27600.937175,
"ESP","GDP","TOT","USD_CAP","A","2006",30743.713954,
"ESP","GDP","TOT","USD_CAP","A","2007",32467.040986,
"ESP","GDP","TOT","USD_CAP","A","2008",33242.245427,
"ESP","GDP","TOT","USD_CAP","A","2009",32089.527557,
"ESP","GDP","TOT","USD_CAP","A","2010",31690.887692,
"ESP","GDP","TOT","USD_CAP","A","2011",31872.363088,
"ESP","GDP","TOT","USD_CAP","A","2012",31724.785352,
"ESP","GDP","TOT","USD_CAP","A","2013",32463.123679,
"ESP","GDP","TOT","USD_CAP","A","2014",33558.976673,
"ESP","GDP","TOT","USD_CAP","A","2015",34945.481614,
"ESP","GDP","TOT","USD_CAP","A","2016",37333.06491,
"ESP","GDP","TOT","USD_CAP","A","2017",39601.479631,
"ESP","GDP","TOT","USD_CAP","A","2018",40776.768298,
"ESP","GDP","TOT","USD_CAP","A","2019",43135.741954,
"ESP","GDP","TOT","USD_CAP","A","2020",37996.030376,"P"
"ESP","GDP","TOT","USD_CAP","A","2021",40734.338665,"P"
"ESP","GDP","TOT","USD_CAP","A","2022",45825.187571,"P"
"SWE","GDP","TOT","USD_CAP","A","1993",20769.119045,
"SWE","GDP","TOT","USD_CAP","A","1994",21890.359829,
"SWE","GDP","TOT","USD_CAP","A","1995",23107.289788,
"SWE","GDP","TOT","USD_CAP","A","1996",23934.105538,
"SWE","GDP","TOT","USD_CAP","A","1997",24805.660052,
"SWE","GDP","TOT","USD_CAP","A","1998",25888.362392,
"SWE","GDP","TOT","USD_CAP","A","1999",27471.476497,
"SWE","GDP","TOT","USD_CAP","A","2000",29624.021363,
"SWE","GDP","TOT","USD_CAP","A","2001",29933.209602,
"SWE","GDP","TOT","USD_CAP","A","2002",30926.361002,
"SWE","GDP","TOT","USD_CAP","A","2003",31816.571723,
"SWE","GDP","TOT","USD_CAP","A","2004",33858.921497,
"SWE","GDP","TOT","USD_CAP","A","2005",34244.359285,
"SWE","GDP","TOT","USD_CAP","A","2006",37727.725135,
"SWE","GDP","TOT","USD_CAP","A","2007",40910.324397,
"SWE","GDP","TOT","USD_CAP","A","2008",42158.296425,
"SWE","GDP","TOT","USD_CAP","A","2009",40279.878892,
"SWE","GDP","TOT","USD_CAP","A","2010",42221.760198,
"SWE","GDP","TOT","USD_CAP","A","2011",44608.584887,
"SWE","GDP","TOT","USD_CAP","A","2012",45432.431014,
"SWE","GDP","TOT","USD_CAP","A","2013",46312.397402,
"SWE","GDP","TOT","USD_CAP","A","2014",47184.673173,
"SWE","GDP","TOT","USD_CAP","A","2015",49103.131953,
"SWE","GDP","TOT","USD_CAP","A","2016",50430.25079,
"SWE","GDP","TOT","USD_CAP","A","2017",51947.95578,
"SWE","GDP","TOT","USD_CAP","A","2018",53521.635778,
"SWE","GDP","TOT","USD_CAP","A","2019",56404.297122,
"SWE","GDP","TOT","USD_CAP","A","2020",56140.551353,
"SWE","GDP","TOT","USD_CAP","A","2021",60396.719301,
"SWE","GDP","TOT","USD_CAP","A","2022",64975.365642,
"CHE","GDP","TOT","USD_CAP","A","1993",29283.246389,
"CHE","GDP","TOT","USD_CAP","A","1994",30081.756285,
"CHE","GDP","TOT","USD_CAP","A","1995",30586.359996,
"CHE","GDP","TOT","USD_CAP","A","1996",31242.609525,
"CHE","GDP","TOT","USD_CAP","A","1997",32440.80253,
"CHE","GDP","TOT","USD_CAP","A","1998",33543.644646,
"CHE","GDP","TOT","USD_CAP","A","1999",34401.809168,
"CHE","GDP","TOT","USD_CAP","A","2000",36351.765418,
"CHE","GDP","TOT","USD_CAP","A","2001",37514.754782,
"CHE","GDP","TOT","USD_CAP","A","2002",38410.604089,
"CHE","GDP","TOT","USD_CAP","A","2003",38448.713551,
"CHE","GDP","TOT","USD_CAP","A","2004",39884.900157,
"CHE","GDP","TOT","USD_CAP","A","2005",41244.643767,
"CHE","GDP","TOT","USD_CAP","A","2006",45963.055317,
"CHE","GDP","TOT","USD_CAP","A","2007",50584.577372,
"CHE","GDP","TOT","USD_CAP","A","2008",53498.013101,
"CHE","GDP","TOT","USD_CAP","A","2009",52732.723576,
"CHE","GDP","TOT","USD_CAP","A","2010",54349.191874,
"CHE","GDP","TOT","USD_CAP","A","2011",57493.56602,
"CHE","GDP","TOT","USD_CAP","A","2012",59440.934085,
"CHE","GDP","TOT","USD_CAP","A","2013",61656.490978,
"CHE","GDP","TOT","USD_CAP","A","2014",63417.043081,
"CHE","GDP","TOT","USD_CAP","A","2015",65265.050827,
"CHE","GDP","TOT","USD_CAP","A","2016",67350.735189,
"CHE","GDP","TOT","USD_CAP","A","2017",68193.502958,
"CHE","GDP","TOT","USD_CAP","A","2018",70688.84449,
"CHE","GDP","TOT","USD_CAP","A","2019",72668.72555,
"CHE","GDP","TOT","USD_CAP","A","2020",70810.837738,
"CHE","GDP","TOT","USD_CAP","A","2021",75969.787471,
"CHE","GDP","TOT","USD_CAP","A","2022",83484.940241,
"TUR","GDP","TOT","USD_CAP","A","1993",9872.699,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9383.676082,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10111.461686,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10831.941802,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11650.893985,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8937.587566,
"TUR","GDP","TOT","USD_CAP","A","1999",8625.279388,
"TUR","GDP","TOT","USD_CAP","A","2000",9476.598346,
"TUR","GDP","TOT","USD_CAP","A","2001",9143.328196,
"TUR","GDP","TOT","USD_CAP","A","2002",9279.072677,
"TUR","GDP","TOT","USD_CAP","A","2003",9597.936618,
"TUR","GDP","TOT","USD_CAP","A","2004",10884.319337,
"TUR","GDP","TOT","USD_CAP","A","2005",11910.606724,
"TUR","GDP","TOT","USD_CAP","A","2006",13640.767727,
"TUR","GDP","TOT","USD_CAP","A","2007",14864.955058,
"TUR","GDP","TOT","USD_CAP","A","2008",16038.231645,
"TUR","GDP","TOT","USD_CAP","A","2009",15442.774202,
"TUR","GDP","TOT","USD_CAP","A","2010",17345.833613,
"TUR","GDP","TOT","USD_CAP","A","2011",19590.858369,
"TUR","GDP","TOT","USD_CAP","A","2012",20627.440729,
"TUR","GDP","TOT","USD_CAP","A","2013",22373.136543,
"TUR","GDP","TOT","USD_CAP","A","2014",24104.984583,
"TUR","GDP","TOT","USD_CAP","A","2015",25855.912681,
"TUR","GDP","TOT","USD_CAP","A","2016",26695.909373,
"TUR","GDP","TOT","USD_CAP","A","2017",28193.061398,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",28011.322789,
"TUR","GDP","TOT","USD_CAP","A","2020",27973.899303,
"TUR","GDP","TOT","USD_CAP","A","2021",30679.506593,
"TUR","GDP","TOT","USD_CAP","A","2022",37299.591132,"E"
"GBR","GDP","TOT","USD_CAP","A","1993",18674.842998,
"GBR","GDP","TOT","USD_CAP","A","1994",19756.540612,
"GBR","GDP","TOT","USD_CAP","A","1995",20623.376945,
"GBR","GDP","TOT","USD_CAP","A","1996",21977.728879,
"GBR","GDP","TOT","USD_CAP","A","1997",23083.793065,
"GBR","GDP","TOT","USD_CAP","A","1998",23712.892603,
"GBR","GDP","TOT","USD_CAP","A","1999",24514.04251,
"GBR","GDP","TOT","USD_CAP","A","2000",26543.943289,
"GBR","GDP","TOT","USD_CAP","A","2001",27896.008476,
"GBR","GDP","TOT","USD_CAP","A","2002",29093.122226,
"GBR","GDP","TOT","USD_CAP","A","2003",30355.089943,
"GBR","GDP","TOT","USD_CAP","A","2004",32094.011385,
"GBR","GDP","TOT","USD_CAP","A","2005",32740.656139,
"GBR","GDP","TOT","USD_CAP","A","2006",34762.984729,
"GBR","GDP","TOT","USD_CAP","A","2007",35548.282364,
"GBR","GDP","TOT","USD_CAP","A","2008",36760.886189,
"GBR","GDP","TOT","USD_CAP","A","2009",35102.957298,
"GBR","GDP","TOT","USD_CAP","A","2010",36582.645405,
"GBR","GDP","TOT","USD_CAP","A","2011",37245.250086,
"GBR","GDP","TOT","USD_CAP","A","2012",38329.611081,
"GBR","GDP","TOT","USD_CAP","A","2013",39989.080724,
"GBR","GDP","TOT","USD_CAP","A","2014",41288.479526,
"GBR","GDP","TOT","USD_CAP","A","2015",42601.747441,
"GBR","GDP","TOT","USD_CAP","A","2016",44230.588833,
